la_code,la_name,LSOA21CD,easting,northing,dist_state_ASD_km,dist_state_SEMH_km,dist_state_MLD_km,dist_state_SLD_km,dist_state_SLCN_km
E08000021,Newcastle upon Tyne,E01008292,420451.6553999996,564969.7510000002,1.0405744445983118,4.766129329125919,145.24660387838196,6.845149248011772,8.092974608631666
E10000015,Hertfordshire,E01023491,539976.8794,215704.95910000056,4.58355177485993,5.861909950504414,30.33137035994983,30.65261221011068,4.959225637578911
E10000012,Essex,E01021988,614525.8251,212945.66479999945,5.0709875981855905,22.545321832153345,42.55760718939122,22.068764954431916,32.316579020675825
E06000034,Thurrock,E01015927,558682.3006999996,180765.87890000083,5.027849311494123,9.752519343117855,12.865187044449312,1.0688698194278379,9.744003732248514
E10000017,Lancashire,E01025331,382882.3596000001,448771.9902999997,22.9393635748989,34.54055134766382,29.577858118548644,38.858603564322614,15.871978731248504
E06000055,Bedford,E01017533,506862.9110000003,252096.86089999977,5.871470476113323,14.815091778070979,27.66675154199847,4.502063505401719,27.252930686875853
E10000012,Essex,E01021856,547064.5414000005,211600.5156999994,3.376101469781228,10.15589074031759,22.62770038689364,22.961047857117425,11.36458694977835
E10000020,Norfolk,E01026837,621786.6931999996,308654.94849999994,2.2899727478682057,2.0020652788501594,35.3718377440076,74.5600893638302,63.674339593098004
E06000033,Southend-on-Sea,E01015874,588373.0965999998,187203.3416000009,1.842844352088277,0.28481368510326893,8.912444701697524,11.898656000726056,20.840492497876593
E06000056,Central Bedfordshire,E01017622,500981.8342000004,228203.60720000044,16.486757433097168,8.773187559638123,6.176029631226464,20.666396731645346,3.782753425929649
E06000011,East Riding of Yorkshire,E01013127,474993.98840000015,444113.0034999997,36.11903764259962,34.43963700748207,44.28754860692257,20.089560208519615,36.163284665173066
E10000019,Lincolnshire,E01026372,502235.5003000004,379207.4213999994,32.31981636468134,10.291721565261614,54.42983955841638,39.75791635734236,44.2015964066688
E10000019,Lincolnshire,E01026297,509886.71860000025,320765.98110000044,17.63727615394527,22.365609601120656,22.125188153838483,1.2870496289360012,23.48230484179393
E06000057,Northumberland,E01027551,427769.05599999987,583129.2522999998,4.119883404562933,15.189202201899368,163.4394736732272,18.036612702400223,7.087054681247363
E06000047,County Durham,E01020784,442812.7412999999,549343.4094999991,7.550328367324563,16.736686361321386,131.05378968571105,5.944908597415042,12.885582528175584
E06000047,County Durham,E01020697,430789.9012000002,537840.3618999999,7.3224236637015085,7.386711112053498,118.32690289678214,15.696928109249056,17.705287873032063
E06000018,Nottingham,E01013972,456905.716,342354.39320000075,2.284116712618837,4.638697814695765,7.994405723258868,20.983039351324752,10.145560106611182
E10000015,Hertfordshire,E01023657,536313.2945999997,241564.57279999927,14.572722534724566,20.104183096143384,20.069829141657117,33.11897100334004,21.987186430756754
E10000019,Lincolnshire,E01034698,523251.8838999998,323086.90970000066,8.730676839525213,23.774495899132397,21.867106300808544,13.830756164520878,33.730134413203906
E06000042,Milton Keynes,E01034453,486958.2121000001,231522.74770000015,5.4365183902420515,6.799026977269742,2.8357774057639253,24.13728668086851,7.213993540726355
E10000029,Suffolk,E01030098,576606.5966999996,263539.22389999963,49.10203573341918,11.500322443357451,26.841192871609767,23.73825130229635,20.11247999190957
E06000013,North Lincolnshire,E01013290,487436.2094000001,418245.4110000003,9.43140092624495,19.999900745462707,35.71142253667284,13.378038713203381,40.64887053527534
E06000018,Nottingham,E01033397,455891.5072999997,344390.0293000005,3.853886223776386,4.4462987545387005,9.984133617225995,18.94345749089092,9.032489600237966
E10000017,Lancashire,E01025553,349617.27979999967,442901.3259999994,13.592113793643922,12.176600008153047,15.717023702054853,40.62655927615017,36.713723161593954
E10000012,Essex,E01021704,601353.7070000004,225739.80040000007,5.061645934326641,6.095129652967829,38.11733562026754,5.827206282301486,25.22936849704474
E08000021,Newcastle upon Tyne,E01008419,424195.77969999984,567886.3986000009,3.6094247385715263,5.811551964993894,148.13813122180824,5.515627845170528,8.803150558546065
E10000017,Lancashire,E01025545,335442.03560000006,439824.3170999997,20.51582087017254,0.36205109365939114,3.705419516117172,48.683833416780125,44.08868881831023
E10000012,Essex,E01021304,573779.7522,189143.80729999952,3.074038724730234,14.987842520887945,5.820640505025009,2.8706650206769657,20.559403896862353
E06000047,County Durham,E01020762,439403.85639999993,540465.5526999999,5.67726130463435,16.205150898072336,121.7845075178451,11.715858276716249,17.008253032363452
E10000015,Hertfordshire,E01023565,518824.2971999999,196272.5315000005,5.338878763750444,5.879800117522692,9.226353014774014,22.670304032501136,7.920174138996037
E06000005,Darlington,E01012364,428086.7747999998,515372.1528999992,15.461179103002106,1.585564759034633,95.74109047378421,25.531993322995934,40.304484504471226
